"key","riskFactor.kcd","disease.kcd","pValue","RR","age","sex"
"F31 (interacts with) F33","F31","F33",8.67067671899978e-09,5.68018209996126,10,2
"F31 (interacts with) F41","F31","F41",4.32936388321979e-16,4.43345948868464,4,2
"F31 (interacts with) F51","F31","F51",1.6660855410921e-26,8.6614088159032,7,1
"F31 (interacts with) G25","F31","G25",2.15538993516641e-18,11.5989044718326,7,2
"F31 (interacts with) G40","F31","G40",7.92846974181653e-50,17.0895479412612,7,2
"F31 (interacts with) G47","F31","G47",1.18372494355526e-14,5.39027969396714,6,1
"F31 (interacts with) I10","F31","I10",8.98306153247157e-09,5.90226135681409,5,2
"F32 (interacts with) E03","F32","E03",1.30704155544229e-07,5.56796418355926,2,2
"F32 (interacts with) F10","F32","F10",2.98084845328078e-09,4.07331849653808,6,1
"F32 (interacts with) F20","F32","F20",1.12788530405003e-29,15.87375,5,1
"F32 (interacts with) F31","F32","F31",2.48745375314603e-58,8.7809486865074,7,2
"F32 (interacts with) F33","F32","F33",1.1094663224874e-51,4.25714782959157,9,2
"F32 (interacts with) F34","F32","F34",1.40188889049977e-33,5.62316517557691,9,1
"F32 (interacts with) F40","F32","F40",3.65037553538468e-17,4.89956124696399,9,1
"F32 (interacts with) F43","F32","F43",2.52145335266425e-12,4.66374959029826,4,1
"F32 (interacts with) F51","F32","F51",1.75639255295525e-34,4.7874079613754,6,1
"F32 (interacts with) G25","F32","G25",1.27246315234342e-18,4.03431291046637,9,1
"F32 (interacts with) G40","F32","G40",1.96673092609884e-32,4.42415584127933,7,2
"F32 (interacts with) H91","F32","H91",1.52337005053985e-07,4.71193576050518,3,2
"F32 (interacts with) I11","F32","I11",3.85852751112685e-08,4.1323047129004,6,2
"F32 (interacts with) I21","F32","I21",5.15953383906806e-07,4.12367049009385,6,1
"F32 (interacts with) I64","F32","I64",3.99922121788617e-09,4.66779351448347,9,1
"F32 (interacts with) I69","F32","I69",2.76034103868644e-08,4.07781847781848,7,2
"F32 (interacts with) K60","F32","K60",2.02205304072461e-06,4.12735849056604,2,1
"F32 (interacts with) N17","F32","N17",8.32854726006327e-09,4.71589004647627,6,2
"F32 (interacts with) R25","F32","R25",1.76493743187338e-06,5.17644014061725,4,1
"F32 (interacts with) R56","F32","R56",6.80600982652541e-09,5.57234557508155,4,2
"F32 (interacts with) R59","F32","R59",2.11387081182477e-05,5.64153686396677,16,2
"F33 (interacts with) F20","F33","F20",1.02835309288004e-23,11.8881380301941,9,2
"F33 (interacts with) F31","F33","F31",1.53543443260925e-26,16.7209789623669,10,1
"F33 (interacts with) F32","F33","F32",1.47132763005548e-14,4.28348007414272,8,1
"F33 (interacts with) F34","F33","F34",2.2284904213558e-14,8.69113695090439,10,1
"F33 (interacts with) F40","F33","F40",9.24198403808955e-09,4.16029276386821,11,2
"F33 (interacts with) F43","F33","F43",5.42701526368186e-13,5.9121412803532,10,1
"F33 (interacts with) F51","F33","F51",4.11533835214189e-20,5.01628040605248,6,2
"F33 (interacts with) G25","F33","G25",1.04213696969815e-14,8.18335493907182,9,1
"F33 (interacts with) G40","F33","G40",1.38890147345370e-11,6.24475753604194,7,2
"F33 (interacts with) I15","F33","I15",5.51484403068686e-06,4.47883796644127,13,1
"F33 (interacts with) I47","F33","I47",1.0078153157466e-13,4.94936419706084,10,2
"F33 (interacts with) K57","F33","K57",3.19701515249959e-07,4.91868754569827,13,1
"F33 (interacts with) R25","F33","R25",1.11172441880458e-06,4.95702721790623,11,1
"F33 (interacts with) R45","F33","R45",6.4492820137393e-07,4.78291420118343,7,2
"F33 (interacts with) R56","F33","R56",5.81757013715735e-07,4.57847553435789,9,2
"F34 (interacts with) B00","F34","B00",1.65578845660815e-08,4.32896841263495,16,1
"F34 (interacts with) F10","F34","F10",4.99166974989054e-08,5.32141994038828,8,2
"F34 (interacts with) F20","F34","F20",8.85227254842379e-12,6.66736972704715,13,1
"F34 (interacts with) F31","F34","F31",2.47565557142659e-31,25.0333521763708,6,1
"F34 (interacts with) F32","F34","F32",5.67364528399502e-19,6.9230236043462,5,1
"F34 (interacts with) F33","F34","F33",3.83866627498567e-29,5.16102303695567,10,2
"F34 (interacts with) F40","F34","F40",5.65572721324865e-11,9.31292770934428,8,1
"F34 (interacts with) F41","F34","F41",3.38988883335109e-09,4.03441534489118,4,1
"F34 (interacts with) F43","F34","F43",8.4186503156868e-09,5.05337683150183,7,1
"F34 (interacts with) F51","F34","F51",2.51344131874172e-34,10.8933704010941,5,1
"F34 (interacts with) G25","F34","G25",1.44263886795458e-07,5.88177997722006,8,1
"F34 (interacts with) G40","F34","G40",1.32491339792098e-08,6.59612362493452,6,1
"F34 (interacts with) G47","F34","G47",2.45336297044501e-08,4.22335442186028,5,1
"F34 (interacts with) G55","F34","G55",3.31189398803552e-11,8.04013566986998,6,1
"F34 (interacts with) G62","F34","G62",1.65982355473765e-06,4.96937116309939,8,1
"F34 (interacts with) G64","F34","G64",2.97726738488022e-06,4.45222222222222,17,2
"F34 (interacts with) I20","F34","I20",1.62309471565716e-07,5.29876405538519,5,1
"F34 (interacts with) I67","F34","I67",5.66986950698091e-06,4.48327759197324,7,1
"F34 (interacts with) K14","F34","K14",8.04932854640367e-07,4.71840613069841,8,1
"F34 (interacts with) K20","F34","K20",7.2199662996547e-10,4.17312169312169,8,2
"F34 (interacts with) M10","F34","M10",1.01365550851409e-05,4.02209866985713,5,1
"F34 (interacts with) M24","F34","M24",7.34451603362517e-06,4.12960543506663,16,1
"F34 (interacts with) R25","F34","R25",7.5510264556556e-06,4.11680107526882,10,1
"F34 (interacts with) R35","F34","R35",4.28175364680944e-08,4.80538882367273,6,2
"F34 (interacts with) S02","F34","S02",2.65295231925527e-08,4.65567765567766,7,2
"F40 (interacts with) F31","F40","F31",1.46192805461949e-07,5.87588190356356,10,2
"F40 (interacts with) F33","F40","F33",6.67496988154937e-21,15.5993672137631,9,1
"F40 (interacts with) F34","F40","F34",1.17084050552256e-13,11.8675183694569,7,1
"F40 (interacts with) F41","F40","F41",9.27345007943232e-17,5.03345748987854,5,1
"F40 (interacts with) F43","F40","F43",7.69950753230388e-07,4.95526129586576,10,1
"F40 (interacts with) F51","F40","F51",5.62021520857333e-07,4.55825080890283,4,2
"F40 (interacts with) G25","F40","G25",1.29919689923655e-13,11.8956238911886,7,1
"F40 (interacts with) G40","F40","G40",1.12281911401784e-14,11.9150238545324,6,1
"F40 (interacts with) G47","F40","G47",9.82545854228043e-16,7.06534653465347,5,1
"F40 (interacts with) I49","F40","I49",6.80269291495048e-07,4.1780492898914,7,1
"F40 (interacts with) M12","F40","M12",1.01117411190181e-05,4.25278249386908,15,2
"F40 (interacts with) R55","F40","R55",1.42600711024849e-06,4.17363848443408,9,2
"F40 (interacts with) S51","F40","S51",2.18033914687157e-05,4.0824154209284,9,2
"F40 (interacts with) Z48","F40","Z48",8.05668796503466e-07,4.61038961038961,15,2
"F40 (interacts with) Z71","F40","Z71",6.57244541541984e-08,4.69292436388986,13,1
"F41 (interacts with) D53","F41","D53",5.71808207859227e-07,5.1695585675861,7,1
"F41 (interacts with) F20","F41","F20",6.33795343735061e-09,4.83510672188595,6,1
"F41 (interacts with) F31","F41","F31",1.41990903812842e-32,5.78318042813456,9,1
"F41 (interacts with) F32","F41","F32",6.34014333793054e-06,4.4064558629776,1,1
"F41 (interacts with) F33","F41","F33",2.39283112639123e-33,4.7029986313301,9,1
"F41 (interacts with) F34","F41","F34",6.76116666538167e-10,4.91940353974079,5,1
"F41 (interacts with) F40","F41","F40",6.48333968925202e-06,4.07522787585093,5,1
"F41 (interacts with) F45","F41","F45",1.39761857819197e-05,5.33333333333333,18,1
"F41 (interacts with) G25","F41","G25",6.60106484242031e-09,4.43374805110551,5,1
"F41 (interacts with) I21","F41","I21",4.18504922758132e-07,4.25584898082137,5,1
"F41 (interacts with) I47","F41","I47",1.19932025735682e-05,4.17517691888949,4,1
"F41 (interacts with) K02","F41","K02",4.75995157569336e-06,4.17042280579899,5,1
"F41 (interacts with) M48","F41","M48",4.43239612905702e-07,5.04682740173861,3,2
"F41 (interacts with) R35","F41","R35",7.10502874861313e-06,4.35192569539,4,1
"F43 (interacts with) A15","F43","A15",5.62556069889545e-07,4.556437152591,12,2
"F43 (interacts with) A18","F43","A18",9.95646119410367e-06,4.54480353406185,11,2
"F43 (interacts with) A41","F43","A41",5.30717653381671e-06,4.346557552037,11,2
"F43 (interacts with) F20","F43","F20",7.42707846608752e-07,5.4784891441984,7,2
"F43 (interacts with) F31","F43","F31",1.73718317123689e-08,6.88050561185573,6,2
"F43 (interacts with) F33","F43","F33",1.69942410319873e-07,5.91040595426262,5,2
"F43 (interacts with) G40","F43","G40",3.74586670405836e-11,7.25078330617872,4,2
"F43 (interacts with) K73","F43","K73",6.3461784555983e-09,5.63886613141078,3,1
"F43 (interacts with) R25","F43","R25",2.3465046658165e-06,4.84269951244547,10,1
"F43 (interacts with) R56","F43","R56",3.06660032229905e-05,4.10149336283186,7,2
"F43 (interacts with) R81","F43","R81",1.3265078124868e-10,6.89767617478461,7,1
"F45 (interacts with) F20","F45","F20",8.20818329174975e-08,4.47054667259833,7,1
"F45 (interacts with) F33","F45","F33",1.68441308571841e-08,6.501552004885,5,1
"F45 (interacts with) F40","F45","F40",5.94079724481856e-12,4.05240599178118,8,1
"F45 (interacts with) G25","F45","G25",1.35826278110093e-07,4.12588723717691,17,2
"F45 (interacts with) H57","F45","H57",1.03954895747764e-05,4.25228765508337,2,1
"F45 (interacts with) K51","F45","K51",3.60366161460511e-06,4.26463316242875,6,1
"F45 (interacts with) N83","F45","N83",1.06949034083605e-05,4.16714876033058,16,2
"F45 (interacts with) R45","F45","R45",1.34819645477899e-06,5.17163412127441,3,2
"F48 (interacts with) F33","F48","F33",2.06460444665004e-06,4.41544997445619,6,1
"F48 (interacts with) G25","F48","G25",5.0450100494134e-07,4.70971485411141,5,1
"F48 (interacts with) G40","F48","G40",4.3545300115413e-10,4.37231529209622,4,2
"F48 (interacts with) G56","F48","G56",1.06902839639522e-05,5.67575757575758,17,1
"F48 (interacts with) K27","F48","K27",2.73838335319463e-09,4.47446506570339,1,2
"F48 (interacts with) R56","F48","R56",8.00908127443027e-08,4.90076135468627,4,2
"F48 (interacts with) R68","F48","R68",2.29681960312283e-08,4.02479873217116,7,1
"F51 (interacts with) E10","F51","E10",4.30772249205629e-06,4.35896164221171,7,1
"F51 (interacts with) F10","F51","F10",1.15536016623526e-12,4.56299911268855,8,2
"F51 (interacts with) F20","F51","F20",9.51064102376916e-16,8.12494802494802,9,1
"F51 (interacts with) F31","F51","F31",1.68388405127402e-30,9.4388275862069,10,1
"F51 (interacts with) F33","F51","F33",1.74131283440539e-22,7.04000716813763,6,2
"F51 (interacts with) F34","F51","F34",1.49976214597134e-07,4.97638049774993,7,1
"F51 (interacts with) F40","F51","F40",9.55263512376559e-10,5.28240525308929,6,2
"F51 (interacts with) G20","F51","G20",1.51535376057611e-06,5.04586892247043,9,2
"F51 (interacts with) G25","F51","G25",5.42407329711106e-18,6.696018735363,6,2
"F51 (interacts with) G40","F51","G40",1.32978642650466e-11,4.58966390423573,7,1
"F51 (interacts with) G63","F51","G63",9.76977257500008e-11,4.18077868077868,7,2
"F51 (interacts with) K13","F51","K13",1.31338385538255e-05,5.21605863734799,17,2
"F51 (interacts with) K57","F51","K57",5.84026286265703e-06,4.32686171188243,6,2
"F51 (interacts with) L01","F51","L01",4.33396424563498e-08,4.45678805168652,17,1
"F51 (interacts with) R00","F51","R00",2.91195584258301e-07,4.72493708053691,4,1
"F51 (interacts with) R55","F51","R55",1.84401786104432e-08,5.15347879347382,4,2
"F54 (interacts with) M49","F54","M49",1.65685726801935e-06,4.38349370102172,11,2
"F54 (interacts with) N00","F54","N00",1.07119151044889e-05,4.21409179056238,10,2
"G20 (interacts with) F20","G20","F20",7.3815745504849e-17,7.79352226720648,14,2
"G20 (interacts with) F31","G20","F31",1.19875642648123e-13,8.46949814213819,13,1
"G20 (interacts with) G25","G20","G25",3.52045345584634e-17,6.64735843403575,12,2
"G20 (interacts with) G40","G20","G40",2.38819251044322e-31,10.3530038833473,11,1
"G20 (interacts with) G81","G20","G81",1.12029672808837e-14,5.36743428984808,13,1
"G20 (interacts with) L89","G20","L89",2.23002892553311e-23,6.6677341248145,13,1
"G20 (interacts with) R56","G20","R56",2.40404545815043e-06,4.65358172543801,13,2
"G20 (interacts with) S01","G20","S01",3.53076736711596e-10,5.5904304029304,11,2
"G25 (interacts with) E86","G25","E86",1.23864500704533e-06,4.55133092907436,6,1
"G25 (interacts with) F31","G25","F31",2.67611711511301e-20,19.7960992907801,7,2
"G25 (interacts with) F32","G25","F32",1.79910992742419e-12,5.49883191747573,6,1
"G25 (interacts with) F51","G25","F51",7.8474933796578e-12,4.41035649417714,7,2
"G25 (interacts with) G20","G25","G20",2.17651015218287e-19,8.23230590727942,14,1
"G25 (interacts with) G47","G25","G47",3.85843789122825e-08,4.67123212921532,5,1
"G25 (interacts with) N02","G25","N02",1.60131530489548e-06,4.76316431184107,9,2
"G25 (interacts with) R25","G25","R25",2.28239828290668e-11,5.22224839064217,12,2
"G40 (interacts with) E14","G40","E14",1.29662608943663e-10,6.56255569417216,2,2
"G40 (interacts with) E87","G40","E87",1.62370326711428e-07,4.74901185770751,0,1
"G40 (interacts with) F20","G40","F20",5.58913630403811e-26,13.1922665716322,9,1
"G40 (interacts with) F31","G40","F31",1.78422586728734e-28,11.7485449165845,7,2
"G40 (interacts with) F33","G40","F33",1.59765999986447e-13,6.11823773063889,10,1
"G40 (interacts with) F34","G40","F34",2.55998141849383e-10,6.41089658820418,6,1
"G40 (interacts with) F51","G40","F51",1.57504737174721e-16,4.18825024139859,5,1
"G40 (interacts with) G20","G40","G20",9.62970167959037e-11,4.6574021554169,12,2
"G40 (interacts with) G25","G40","G25",9.26367592759457e-16,8.32134502923977,5,1
"G40 (interacts with) G81","G40","G81",1.0447412632565e-19,5.43793837327658,11,1
"G40 (interacts with) G93","G40","G93",1.29845151155095e-09,6.61562768651688,5,1
"G40 (interacts with) H47","G40","H47",1.23845771480092e-07,5.59179114895993,7,1
"G40 (interacts with) H50","G40","H50",1.39893548973089e-05,4.35606372637857,6,1
"G40 (interacts with) H53","G40","H53",2.7266912752491e-07,4.32712215320911,4,2
"G40 (interacts with) I24","G40","I24",2.13666796588002e-05,4.22387850526825,9,2
"G40 (interacts with) I61","G40","I61",6.15947469501201e-09,4.30630349753415,12,2
"G40 (interacts with) I63","G40","I63",4.14768806141501e-09,6.0650871459695,7,2
"G40 (interacts with) I64","G40","I64",6.45425871623546e-17,4.4778712945032,13,2
"G40 (interacts with) I67","G40","I67",1.75590754882331e-06,4.25606292331221,6,1
"G40 (interacts with) I69","G40","I69",3.26150885847094e-26,5.21347438488054,10,1
"G40 (interacts with) I95","G40","I95",5.38687791227996e-08,4.32690046445999,11,1
"G40 (interacts with) L89","G40","L89",6.79687635820294e-06,4.26179958149268,10,1
"G40 (interacts with) R25","G40","R25",6.00269396013842e-09,6.08205128205128,5,1
"G40 (interacts with) R55","G40","R55",3.52128221604069e-07,4.02580856524034,5,2
"G40 (interacts with) R56","G40","R56",1.53140787893338e-68,28.7324617346939,4,1
"G40 (interacts with) R63","G40","R63",4.4901292729055e-07,4.21783068783069,4,2
"G40 (interacts with) S42","G40","S42",1.14808359862546e-06,4.79675925925926,9,2
"G40 (interacts with) S72","G40","S72",3.33800393398145e-05,4.12546437014522,11,2
"G43 (interacts with) B08","G43","B08",8.12514087787292e-06,4.74328678839957,4,1
"G43 (interacts with) E06","G43","E06",1.0717762078294e-05,4.19669252756227,3,1
"G43 (interacts with) F33","G43","F33",1.34593377351017e-07,5.73832973556395,5,1
"G43 (interacts with) G45","G43","G45",6.10209898919373e-11,4.19289174044722,5,2
"G43 (interacts with) H15","G43","H15",8.31879007575005e-06,5.1705038371705,16,1
"G43 (interacts with) H62","G43","H62",1.62484628342732e-05,4.62345027697178,17,2
"G43 (interacts with) K50","G43","K50",9.87215781819199e-06,4.78970632758099,7,1
"G43 (interacts with) S13","G43","S13",7.61204949291846e-10,5.3468085106383,18,2
"G43 (interacts with) S43","G43","S43",1.84898833162206e-07,4.68526315789474,1,1
"G43 (interacts with) Z01","G43","Z01",1.95994780265655e-08,4.30546698359325,7,1
"G44 (interacts with) B16","G44","B16",1.30012148812763e-05,4.4281696742442,16,1
"G44 (interacts with) M46","G44","M46",1.89968559608562e-06,4.13893884293117,5,1
"G44 (interacts with) M49","G44","M49",9.05728130167199e-06,4.37788648833509,6,1
"G44 (interacts with) M50","G44","M50",1.58596260562419e-05,4.02496205293615,2,1
"G44 (interacts with) N04","G44","N04",4.47036260855021e-06,4.34037692747002,17,2
"G45 (interacts with) G90","G45","G90",9.12704206364506e-06,4.05200686106347,9,1
"G45 (interacts with) H53","G45","H53",2.14227509481369e-05,4.06035033883135,8,2
"G45 (interacts with) I11","G45","I11",2.86194206744349e-07,4.10139479078138,8,1
"G45 (interacts with) I63","G45","I63",1.93262109706142e-07,5.50014688601645,8,1
"G45 (interacts with) I64","G45","I64",3.09044750505479e-10,7.78464276633613,10,1
"G45 (interacts with) I67","G45","I67",2.02597485491669e-11,5.92798733843313,8,1
"G45 (interacts with) I69","G45","I69",1.93415924498321e-21,4.13921325462573,11,1
"G45 (interacts with) I74","G45","I74",7.69040697556749e-08,5.06972316558609,9,1
"G45 (interacts with) K71","G45","K71",1.93063715306383e-07,4.81833947539562,7,2
"G45 (interacts with) L30","G45","L30",8.05501814206472e-07,4.11733333333333,18,1
"G45 (interacts with) R17","G45","R17",9.15476211329985e-07,4.06579476861167,12,2
"G47 (interacts with) E10","G47","E10",1.57761592806745e-05,4.06909921761407,6,2
"G47 (interacts with) F10","G47","F10",1.44054636754531e-12,4.71811208898668,7,2
"G47 (interacts with) F20","G47","F20",5.80449203251805e-11,5.25924420967087,9,1
"G47 (interacts with) F31","G47","F31",3.25062690280256e-12,4.21338558613623,8,2
"G47 (interacts with) F33","G47","F33",3.79764691078199e-21,5.47361248339068,10,1
"G47 (interacts with) F34","G47","F34",2.70780790371027e-07,5.63536555744474,4,2
"G47 (interacts with) F51","G47","F51",2.80602109083988e-17,4.45212635201573,4,2
"G47 (interacts with) G25","G47","G25",2.39421862538798e-07,4.89253042010836,6,1
"G47 (interacts with) G40","G47","G40",7.45323830196215e-15,4.26316354100445,7,1
"G47 (interacts with) G64","G47","G64",4.6090048347901e-10,5.40470742072573,6,1
"G47 (interacts with) I24","G47","I24",4.97582773724309e-07,4.05650799731826,8,2
"G47 (interacts with) I63","G47","I63",2.10653236647242e-06,4.74462965452346,6,2
"G47 (interacts with) J43","G47","J43",3.92882369267328e-06,5.22428533262089,8,2
"G47 (interacts with) N42","G47","N42",1.24909393109981e-05,4.4390243902439,6,1
"G47 (interacts with) R00","G47","R00",1.71191196954505e-06,4.00175971844505,4,1
"G47 (interacts with) R45","G47","R45",2.01027351390908e-09,4.5159665929747,5,2
"G47 (interacts with) R56","G47","R56",8.32986530329752e-07,5.47147258928387,6,1
"G50 (interacts with) B19","G50","B19",2.22442647158136e-05,4.13250517598344,9,2
"G50 (interacts with) E46","G50","E46",7.11809157534591e-06,4.55443998215083,12,2
"G50 (interacts with) G51","G50","G51",3.87840597399759e-07,5.45865384615385,8,2
"G50 (interacts with) H53","G50","H53",1.56967700147146e-05,4.04462222222222,11,1
"G50 (interacts with) H62","G50","H62",1.55005080933494e-05,4.17570241392956,8,2
"G50 (interacts with) I63","G50","I63",7.79406551886441e-06,4.40723944247972,8,2
"G50 (interacts with) K14","G50","K14",1.45122150693924e-09,4.6005730548825,12,1
"G50 (interacts with) M53","G50","M53",3.35878755262313e-08,4.03914381516697,7,1
"G51 (interacts with) E83","G51","E83",1.46077856271396e-07,5.16571673559972,11,1
"G51 (interacts with) G40","G51","G40",1.02284127422152e-08,4.42268639396577,10,1
"G51 (interacts with) H53","G51","H53",1.73508932773886e-06,4.23694501955372,12,1
"G53 (interacts with) F33","G53","F33",2.41881107175851e-08,6.31995884773663,12,1
"G53 (interacts with) J35","G53","J35",1.17845500203297e-08,6.64735632183908,16,2
"G53 (interacts with) L01","G53","L01",3.88608519400327e-06,4.16238704719506,9,1
"G53 (interacts with) L85","G53","L85",7.05054229162898e-09,5.4046669529828,6,1
"G54 (interacts with) B07","G54","B07",4.86795491529196e-07,4.39761160346976,8,1
"G54 (interacts with) G20","G54","G20",2.8647492676467e-07,5.89879518072289,11,2
"G54 (interacts with) G25","G54","G25",6.63161633015435e-08,4.98045112781955,8,2
"G54 (interacts with) G55","G54","G55",6.56700949998963e-13,4.46827003536049,9,2
"G54 (interacts with) G57","G54","G57",1.25481862151239e-06,4.4953125,8,1
"G54 (interacts with) I51","G54","I51",1.2195273541455e-09,4.4705319717557,11,1
"G54 (interacts with) I95","G54","I95",1.10280724763846e-07,5.95600013075741,11,1
"G54 (interacts with) K22","G54","K22",8.35009421662449e-12,9.92524196239849,7,2
"G54 (interacts with) M10","G54","M10",3.47569043580433e-06,4.16210807896483,7,2
"G54 (interacts with) M40","G54","M40",8.6537302699819e-07,4.79838150289017,9,2
"G54 (interacts with) M41","G54","M41",5.90707532144063e-07,4.84665329391892,10,1
"G54 (interacts with) M49","G54","M49",2.47134478632551e-09,4.75077424612877,13,1
"G55 (interacts with) F34","G55","F34",5.27246787414067e-08,5.58351608187135,10,1
"G55 (interacts with) G40","G55","G40",5.12406166250447e-09,6.15085240362464,7,2
"G55 (interacts with) I64","G55","I64",2.81261800562337e-05,4.00936309199782,12,1
"G55 (interacts with) J15","G55","J15",5.42498616999973e-09,4.24868282402529,17,2
"G55 (interacts with) L04","G55","L04",1.80628225068071e-06,4.02397260273973,15,1
"G55 (interacts with) M22","G55","M22",3.04634146055351e-07,4.14766081871345,5,2
"G55 (interacts with) M43","G55","M43",4.18850653746968e-07,4.40419638121058,8,1
"G55 (interacts with) M60","G55","M60",6.0542892986928e-08,5.68519480519481,5,2
"G56 (interacts with) G54","G56","G54",2.06664163979302e-07,5.75029833897758,7,2
"G56 (interacts with) G55","G56","G55",1.12822282267681e-05,4.32320488881344,7,2
"G56 (interacts with) G62","G56","G62",9.47921074040214e-09,4.08892310252996,9,1
"G56 (interacts with) G63","G56","G63",2.49289927741515e-08,6.52788828448486,7,1
"G56 (interacts with) H18","G56","H18",1.54361700261209e-05,4.18895348837209,16,2
"G56 (interacts with) I70","G56","I70",2.9266245569142e-06,4.74782634368127,7,1
"G56 (interacts with) M46","G56","M46",5.73275650312911e-06,4.25981938073395,8,2
"G56 (interacts with) R68","G56","R68",1.11209106165839e-06,4.40522856978152,10,1
"G56 (interacts with) S97","G56","S97",2.09154260318006e-05,4.12337691922183,12,2
"G57 (interacts with) E87","G57","E87",2.33381431449603e-09,6.26843753374366,4,2
"G57 (interacts with) G53","G57","G53",4.90523756888848e-12,4.70440627333831,16,1
"G57 (interacts with) G56","G57","G56",4.6073518106848e-07,5.16081905427983,6,1
"G57 (interacts with) L50","G57","L50",6.69662344487787e-08,4.31166150670795,18,2
"G57 (interacts with) M24","G57","M24",1.11250528117039e-10,4.84425651867512,16,1
"G57 (interacts with) M41","G57","M41",2.11120620143979e-08,6.4354657687991,7,1
"G57 (interacts with) M53","G57","M53",1.04054684880585e-06,4.43507214206437,17,2
"G57 (interacts with) N21","G57","N21",4.54864230883053e-08,4.60431761326786,9,2
"G57 (interacts with) S30","G57","S30",4.29502679335234e-08,4.68647503644315,8,1
"G58 (interacts with) D69","G58","D69",7.08496325994047e-06,4.56139922468789,8,1
"G58 (interacts with) F33","G58","F33",1.79446824057508e-06,4.50739813339404,8,2
"G58 (interacts with) G25","G58","G25",1.59619391447223e-06,4.17247899159664,8,2
"G58 (interacts with) G51","G58","G51",7.68940157453614e-06,4.45974171813588,8,2
"G58 (interacts with) G56","G58","G56",1.02346374610797e-06,4.59465737514518,16,1
"G58 (interacts with) G90","G58","G90",6.41173314325108e-08,4.21589446589447,9,1
"G58 (interacts with) M22","G58","M22",8.38990800329328e-07,4.0621028997277,16,2
"G58 (interacts with) M35","G58","M35",1.72737138932377e-06,4.51483265720081,8,2
"G58 (interacts with) M40","G58","M40",3.51376037682215e-05,4.15233333333333,14,1
"G62 (interacts with) D63","G62","D63",9.78807314413162e-08,4.16265574330091,11,2
"G62 (interacts with) E11","G62","E11",5.47103086794431e-11,4.08333333333333,18,2
"G62 (interacts with) E46","G62","E46",3.6073056338349e-05,4.00971002339233,11,1
"G62 (interacts with) F40","G62","F40",1.00830347172558e-05,4.49767441860465,12,1
"G62 (interacts with) G40","G62","G40",6.54868745246373e-09,4.40736065843052,9,1
"G62 (interacts with) G63","G62","G63",6.73982731809453e-11,4.33452490633254,9,2
"G62 (interacts with) I12","G62","I12",1.07440749477854e-06,4.1286000308024,11,2
"G62 (interacts with) I45","G62","I45",8.07676257422965e-07,4.02450652392104,14,2
"G62 (interacts with) J44","G62","J44",1.89624141154665e-05,4.01038303260525,8,2
"G62 (interacts with) R56","G62","R56",8.39487191298936e-09,4.60366005736376,11,1
"G62 (interacts with) R73","G62","R73",7.01121448393509e-08,4.61976085732992,7,2
"G63 (interacts with) A41","G63","A41",7.65949244906409e-12,6.50892326605881,11,2
"G63 (interacts with) D63","G63","D63",1.30944220865443e-26,5.48724082934609,13,2
"G63 (interacts with) E10","G63","E10",2.15048372295779e-68,12.8277270857485,9,1
"G63 (interacts with) E12","G63","E12",1.75357901219526e-06,4.48875976645136,14,2
"G63 (interacts with) E13","G63","E13",4.24255469260562e-38,6.15271199388846,11,2
"G63 (interacts with) E46","G63","E46",2.59465087566954e-10,5.50996112730807,11,1
"G63 (interacts with) E83","G63","E83",3.60603718891197e-24,5.90984489444205,12,1
"G63 (interacts with) E87","G63","E87",6.23657972030023e-10,5.16339795328254,8,1
"G63 (interacts with) E88","G63","E88",1.68601628560137e-06,4.60425233176211,10,1
"G63 (interacts with) F31","G63","F31",1.18414000556354e-09,4.62522498275833,12,1
"G63 (interacts with) F33","G63","F33",3.25061753259862e-08,4.14943566591422,10,2
"G63 (interacts with) G62","G63","G62",6.87874696418656e-17,6.66747703405536,9,1
"G63 (interacts with) G81","G63","G81",3.83722222752569e-10,5.2863321799308,10,1
"G63 (interacts with) H25","G63","H25",7.20302083367571e-21,6.35366040042794,9,2
"G63 (interacts with) H26","G63","H26",6.02788465270321e-18,6.12264862030543,9,2
"G63 (interacts with) H33","G63","H33",1.08884326173781e-07,6.040027605245,9,1
"G63 (interacts with) H34","G63","H34",1.49912019996982e-10,4.12872768731963,12,1
"G63 (interacts with) H36","G63","H36",6.0650706275172e-105,4.21925027412281,13,2
"G63 (interacts with) H43","G63","H43",2.87539898005001e-21,13.2414996214739,7,1
"G63 (interacts with) I11","G63","I11",8.58859258662311e-08,4.96896082376613,8,1
"G63 (interacts with) I12","G63","I12",5.16455773392605e-19,4.79347331583552,13,1
"G63 (interacts with) I13","G63","I13",6.17528624482807e-08,6.28224873319236,9,1
"G63 (interacts with) I15","G63","I15",2.14691431318944e-17,4.84152855773182,13,1
"G63 (interacts with) I25","G63","I25",2.29714016725996e-13,5.53647266219717,9,2
"G63 (interacts with) I47","G63","I47",7.28462891212753e-07,4.18529161345253,16,2
"G63 (interacts with) I64","G63","I64",4.89535895675713e-16,5.59712638658398,12,1
"G63 (interacts with) I69","G63","I69",1.70128875539162e-07,5.65985098492838,9,2
"G63 (interacts with) I70","G63","I70",5.39747092973831e-10,6.45833333333333,8,1
"G63 (interacts with) I73","G63","I73",1.38404064512752e-13,4.94356032568468,7,2
"G63 (interacts with) I74","G63","I74",7.64033479100036e-12,5.09440559440559,10,1
"G63 (interacts with) K51","G63","K51",4.83472438907294e-06,4.37596729158357,11,2
