"key","riskFactor.kcd","disease.kcd","pValue","RR","age","sex"
"M75 (interacts with) M45","M75","M45",5.04500972038188e-06,4.20070540269434,6,2
"M75 (interacts with) T21","M75","T21",8.76196305268935e-06,4.48746355685131,16,1
"M76 (interacts with) B08","M76","B08",3.72302593490414e-06,4.83391812865497,4,2
"M76 (interacts with) G57","M76","G57",3.85381846139514e-11,4.30835374566238,7,2
"M76 (interacts with) H44","M76","H44",3.16577598710489e-05,4.12838203463203,10,1
"M76 (interacts with) M22","M76","M22",3.47742415256202e-06,4.22628074200498,2,2
"M76 (interacts with) M23","M76","M23",2.02014840335554e-07,4.62496551724138,2,2
"M76 (interacts with) M72","M76","M72",1.48938098777186e-13,5.09340708439075,2,2
"M76 (interacts with) T16","M76","T16",2.549763247835e-06,4.06960950764007,16,2
"M76 (interacts with) T67","M76","T67",7.88890900585466e-08,6.03867891204521,3,1
"M77 (interacts with) G63","M77","G63",1.36487488136654e-08,5.40526723663817,6,2
"M77 (interacts with) K50","M77","K50",6.7502934124285e-08,4.04703915950334,13,2
"M77 (interacts with) L84","M77","L84",2.22325091202865e-06,4.13445378151261,16,1
"M77 (interacts with) M20","M77","M20",1.62136669523849e-06,5.06398322851153,3,2
"M77 (interacts with) S32","M77","S32",1.70145460086076e-05,4.31565573384782,3,1
"M77 (interacts with) S86","M77","S86",1.14888407969392e-05,4.03960129310345,4,1
"M79 (interacts with) N87","M79","N87",3.04961200043621e-07,6.92367567567568,2,2
"M79 (interacts with) Z03","M79","Z03",1.40211563191017e-06,5.21804511278195,18,1
"M81 (interacts with) B34","M81","B34",1.19750388352797e-07,6.16670576276488,6,2
"M81 (interacts with) G57","M81","G57",7.84169366568455e-09,11.7287157287157,18,2
"M81 (interacts with) G62","M81","G62",1.69766746822815e-09,6.38063806380638,6,2
"M81 (interacts with) K40","M81","K40",4.18720363866249e-07,4.06178366762178,11,1
"M81 (interacts with) M40","M81","M40",2.53564476223691e-06,7.94025974025974,18,2
"M81 (interacts with) M62","M81","M62",2.68872048397222e-07,4.12406081971299,4,2
"M81 (interacts with) T67","M81","T67",1.41014361271395e-08,4.43508648431215,13,1
"M92 (interacts with) M76","M92","M76",3.3652759167991e-11,4.38710149701695,4,1
"M94 (interacts with) E87","M94","E87",1.27805018791484e-06,4.2275990225028,5,2
"M94 (interacts with) G47","M94","G47",1.95838994645493e-09,4.62622733303848,5,1
"N00 (interacts with) B17","N00","B17",1.14521153917708e-12,6.12395409992828,9,1
"N00 (interacts with) D50","N00","D50",1.73709764593741e-10,5.96414342629482,4,1
"N00 (interacts with) F33","N00","F33",1.09799171263368e-05,4.02291227012361,7,2
"N00 (interacts with) I24","N00","I24",2.09369447495792e-07,5.63652685342826,11,1
"N00 (interacts with) N03","N00","N03",1.34027302797446e-07,4.61649879129734,13,2
"N00 (interacts with) N18","N00","N18",1.79203873149241e-07,5.4398102189781,9,2
"N00 (interacts with) N39","N00","N39",6.81932154608312e-08,4.57220178104837,3,1
"N00 (interacts with) R31","N00","R31",8.44952014924949e-07,4.73166534742059,3,1
"N00 (interacts with) S92","N00","S92",6.6696283394424e-06,4.27854582693292,14,1
"N02 (interacts with) I10","N02","I10",5.23519012016965e-06,4.41618718833909,3,1
"N02 (interacts with) N03","N02","N03",2.68823275688587e-21,26.0574875129583,3,1
"N02 (interacts with) N04","N02","N04",2.47029692401153e-18,19.2742757417103,3,1
"N02 (interacts with) N05","N02","N05",2.12340484752744e-14,8.07612598748333,9,1
"N02 (interacts with) N10","N02","N10",1.32441990233798e-05,4.22793584266946,9,1
"N02 (interacts with) N18","N02","N18",5.30933641509272e-12,4.48257083825266,13,1
"N02 (interacts with) N30","N02","N30",4.47312653261285e-09,5.00088776157261,1,1
"N02 (interacts with) N39","N02","N39",1.07766893570338e-11,5.0260713215463,4,1
"N02 (interacts with) R31","N02","R31",6.19628152058188e-10,5.57922535211268,5,1
"N02 (interacts with) S06","N02","S06",5.05889908540795e-06,4.26434923201293,5,2
"N03 (interacts with) E86","N03","E86",1.37737235395023e-06,4.18618748646893,4,2
"N03 (interacts with) G51","N03","G51",6.2832763313626e-06,4.34124748490946,14,2
"N03 (interacts with) H44","N03","H44",1.33168220177248e-06,4.1095406360424,13,2
"N03 (interacts with) I12","N03","I12",2.92375997602958e-13,10.6563742690058,11,1
"N03 (interacts with) I15","N03","I15",4.10691975022898e-36,53.0973174366617,6,2
"N03 (interacts with) J47","N03","J47",1.48723872617947e-07,5.00371118266659,10,1
"N03 (interacts with) M81","N03","M81",1.73989023225201e-06,4.55837490060001,6,2
"N03 (interacts with) N05","N03","N05",2.06576634604183e-11,9.10095557031092,9,1
"N03 (interacts with) N18","N03","N18",2.4324841757206e-13,5.78262273901809,13,1
"N03 (interacts with) R04","N03","R04",2.02942598157526e-07,4.53116883116883,8,1
"N04 (interacts with) C18","N04","C18",3.38758103708958e-06,4.1673454276194,15,1
"N04 (interacts with) E13","N04","E13",7.94113002802929e-08,4.56122685185185,9,1
"N04 (interacts with) E14","N04","E14",1.10138062630927e-08,6.51016435986159,4,1
"N04 (interacts with) E83","N04","E83",2.82812263817028e-07,5.60010960906102,10,1
"N04 (interacts with) E87","N04","E87",8.37181527473727e-07,4.83005679335955,6,1
"N04 (interacts with) I10","N04","I10",2.13288578300026e-12,5.49376375641966,4,1
"N04 (interacts with) I12","N04","I12",8.30030806289315e-11,6.88641808924828,12,1
"N04 (interacts with) I15","N04","I15",1.56322614552841e-06,4.48844801607233,13,1
"N04 (interacts with) I48","N04","I48",2.11895753573541e-06,4.4201661801033,9,1
"N04 (interacts with) I74","N04","I74",7.80517499999641e-07,5.2360788478131,9,1
"N04 (interacts with) K22","N04","K22",2.26770265875208e-06,4.07711757269279,14,2
"N04 (interacts with) K72","N04","K72",5.73144846238245e-08,6.07192807192807,6,2
"N04 (interacts with) K74","N04","K74",7.65657678006818e-06,4.05236542684144,12,2
"N04 (interacts with) K81","N04","K81",1.46833682823312e-05,4.17091114883984,12,1
"N04 (interacts with) L40","N04","L40",3.18642590682963e-07,4.43973315241972,6,2
"N04 (interacts with) M81","N04","M81",1.74398811100934e-06,4.85994288681205,8,1
"N04 (interacts with) N00","N04","N00",5.52455809103978e-07,5.3727180717472,13,1
"N04 (interacts with) N02","N04","N02",2.56198216251773e-06,4.3110082619339,14,1
"N04 (interacts with) N03","N04","N03",6.36799401458639e-18,18.9518101174778,6,2
"N04 (interacts with) N05","N04","N05",1.9665088077419e-15,10.6528894404576,6,2
"N04 (interacts with) N08","N04","N08",3.32438643105384e-07,4.54501791110489,11,1
"N04 (interacts with) N18","N04","N18",1.13130295935892e-28,38.5266233766234,6,2
"N04 (interacts with) N39","N04","N39",2.05566150020655e-08,4.59397838330807,2,1
"N04 (interacts with) R31","N04","R31",3.73535282595886e-08,4.90371155885472,2,2
"N04 (interacts with) T14","N04","T14",1.09884349349421e-06,4.15629379538795,4,2
"N05 (interacts with) A16","N05","A16",1.07138218075501e-09,6.77350476409138,6,2
"N05 (interacts with) C16","N05","C16",3.5996468912441e-06,4.26162222532458,10,1
"N05 (interacts with) D50","N05","D50",2.65130985268723e-07,5.06628315215093,4,1
"N05 (interacts with) E10","N05","E10",5.07206177049945e-09,4.01821148249405,10,1
"N05 (interacts with) E86","N05","E86",8.38578587401009e-08,4.38532216794603,3,2
"N05 (interacts with) H34","N05","H34",2.15843911077991e-06,4.75596678529063,14,1
"N05 (interacts with) I11","N05","I11",1.39594102442579e-06,4.8655658233601,7,1
"N05 (interacts with) I12","N05","I12",2.92856407617612e-08,5.76686217008798,11,1
"N05 (interacts with) I13","N05","I13",9.30677144722614e-09,6.18564206268959,10,1
"N05 (interacts with) K20","N05","K20",2.05327306180221e-05,4.0403287299839,13,1
"N05 (interacts with) K62","N05","K62",1.26013654549681e-08,4.74937027707809,15,2
"N05 (interacts with) N00","N05","N00",1.34927938446243e-07,5.88869452542922,11,1
"N05 (interacts with) N17","N05","N17",1.18154705624939e-06,4.15899090642417,15,1
"N05 (interacts with) N18","N05","N18",4.46538716028424e-09,5.79918537463294,10,1
"N05 (interacts with) N21","N05","N21",8.24667491989109e-09,5.34480536220675,9,2
"N05 (interacts with) R31","N05","R31",1.45837288464086e-09,5.58561872909699,2,2
"N05 (interacts with) S92","N05","S92",7.1466794054966e-06,4.05070950954585,2,2
"N08 (interacts with) A41","N08","A41",2.40929079065752e-09,6.59123146357189,12,2
"N08 (interacts with) B37","N08","B37",2.54437676363527e-07,4.56444444444444,16,2
"N08 (interacts with) D63","N08","D63",6.42334538315865e-11,7.08918429757224,11,1
"N08 (interacts with) E10","N08","E10",1.81720623094561e-25,6.58490842490842,11,1
"N08 (interacts with) E13","N08","E13",9.32743115208062e-23,6.75970643939394,11,2
"N08 (interacts with) E14","N08","E14",8.3110765132503e-19,9.56854085272635,6,2
"N08 (interacts with) E83","N08","E83",1.14289466433815e-12,8.38839358967347,10,1
"N08 (interacts with) E87","N08","E87",1.4174603027334e-13,4.37601471049917,10,2
"N08 (interacts with) G62","N08","G62",5.39737162019648e-15,8.57449836908174,9,1
"N08 (interacts with) G63","N08","G63",3.34064035810654e-39,6.00443669273491,11,1
"N08 (interacts with) H25","N08","H25",1.22104281150184e-07,4.82298924592698,9,2
"N08 (interacts with) H34","N08","H34",1.88099098262262e-06,4.41703964194373,12,1
"N08 (interacts with) H35","N08","H35",4.14138319134654e-14,6.1007439931699,7,1
"N08 (interacts with) H36","N08","H36",4.75400202944357e-38,4.26962992404169,13,2
"N08 (interacts with) H53","N08","H53",1.53888599276196e-05,4.02240068925198,10,2
"N08 (interacts with) I12","N08","I12",3.44024765028734e-17,9.03982991220288,11,1
"N08 (interacts with) I15","N08","I15",2.81924082973045e-12,10.1201238390093,10,2
"N08 (interacts with) I25","N08","I25",3.6760534955293e-10,4.59544963056407,9,1
"N08 (interacts with) I50","N08","I50",3.23484136784385e-07,4.29218139583993,10,2
"N08 (interacts with) I70","N08","I70",1.06097377716184e-09,6.88343079922027,8,1
"N08 (interacts with) I74","N08","I74",4.72731866606644e-10,4.91942196916725,11,1
"N08 (interacts with) I95","N08","I95",1.66643982198889e-05,4.13281075027995,12,1
"N08 (interacts with) J90","N08","J90",4.59720735475015e-07,4.41454559574427,11,1
"N08 (interacts with) L89","N08","L89",4.01992840920378e-08,5.62895256916996,11,1
"N08 (interacts with) M81","N08","M81",8.79461537358285e-12,5.2265797559563,7,2
"N08 (interacts with) N04","N08","N04",9.05672634655093e-07,4.01783711802635,13,2
"N08 (interacts with) N18","N08","N18",6.48562398327018e-16,4.84623736525089,13,1
"N08 (interacts with) N20","N08","N20",5.10370601086428e-06,4.1963925729443,8,2
"N10 (interacts with) D50","N10","D50",7.42149069636012e-07,4.22571884984026,1,1
"N10 (interacts with) I47","N10","I47",2.43238708122032e-05,4.10105745689431,9,1
"N10 (interacts with) L51","N10","L51",7.26619538964289e-06,4.59620424045104,4,2
"N10 (interacts with) M06","N10","M06",5.55529576075259e-07,4.32119963369963,3,2
"N10 (interacts with) M75","N10","M75",1.04461022647593e-06,4.51816686602871,2,2
"N10 (interacts with) N11","N10","N11",6.95789806974378e-13,4.81459417273673,7,2
"N10 (interacts with) N13","N10","N13",1.07337796634444e-09,5.8201902918884,9,1
"N10 (interacts with) N18","N10","N18",1.37447628426884e-08,5.1887323943662,8,2
"N11 (interacts with) F33","N11","F33",2.00303378712476e-07,4.33940144872284,9,2
"N11 (interacts with) F40","N11","F40",1.32520134630156e-06,4.88271676975143,13,2
"N11 (interacts with) G81","N11","G81",9.24449078911239e-08,4.41400491400491,16,2
"N11 (interacts with) I50","N11","I50",3.9200584984391e-11,6.11036879475119,11,1
"N11 (interacts with) J44","N11","J44",1.08320508322697e-05,4.27244552290801,7,2
"N11 (interacts with) K56","N11","K56",1.01898783975207e-06,4.08124791458125,11,2
"N11 (interacts with) N28","N11","N28",9.88506642918443e-08,4.35904780916259,8,2
"N11 (interacts with) R32","N11","R32",4.56230180919074e-07,4.31530388346948,10,2
"N11 (interacts with) Z03","N11","Z03",4.75441860761924e-10,4.06291746183206,11,1
"N13 (interacts with) H35","N13","H35",3.59275168377759e-08,4.78206859303268,0,2
"N13 (interacts with) N10","N13","N10",3.38441132162761e-21,16.1661249548573,2,2
"N13 (interacts with) N20","N13","N20",3.36031059968505e-08,4.04394032955247,13,2
"N13 (interacts with) N28","N13","N28",6.37340963002042e-08,5.10655526992288,8,2
"N13 (interacts with) N39","N13","N39",1.71235267454487e-09,4.27242246437552,1,1
"N13 (interacts with) R31","N13","R31",1.85585968559902e-12,5.18393110435664,6,2
"N17 (interacts with) N18","N17","N18",1.19696037124648e-09,6.11216814159292,12,1
"N18 (interacts with) A16","N18","A16",1.28588563172397e-08,4.94850069991896,11,2
"N18 (interacts with) A41","N18","A41",2.33868584514228e-19,9.70249559202496,12,2
"N18 (interacts with) B37","N18","B37",1.38340280254437e-10,5.15189053308109,10,1
"N18 (interacts with) D50","N18","D50",2.23858508652345e-27,5.61039050296782,9,1
"N18 (interacts with) D63","N18","D63",5.76886290997371e-65,19.1435786435786,12,2
"N18 (interacts with) D64","N18","D64",2.40558039732651e-15,4.13154277254943,9,1
"N18 (interacts with) D68","N18","D68",5.22352629473043e-11,7.06777316735823,10,2
"N18 (interacts with) D69","N18","D69",7.1857352498241e-08,5.38444639718805,10,2
"N18 (interacts with) E10","N18","E10",7.45727796048425e-14,4.35642705305627,12,2
"N18 (interacts with) E11","N18","E11",7.15954489375336e-18,4.15100485865724,7,1
"N18 (interacts with) E14","N18","E14",1.66182351747949e-10,4.36776968612921,8,2
"N18 (interacts with) E44","N18","E44",1.51582449227942e-12,8.29901231227168,10,1
"N18 (interacts with) E46","N18","E46",4.76051055855926e-08,4.39902080783354,14,2
"N18 (interacts with) E83","N18","E83",1.73662473810875e-64,86.4935064935065,6,1
"N18 (interacts with) E87","N18","E87",2.61777399831662e-39,5.28221865167035,11,1
"N18 (interacts with) F31","N18","F31",1.26235485272226e-06,5.05924551638837,12,2
"N18 (interacts with) G40","N18","G40",4.69068237520866e-07,4.30201960397342,9,1
"N18 (interacts with) G62","N18","G62",2.32931369029964e-08,5.64585952794003,9,1
"N18 (interacts with) G63","N18","G63",9.72092107900002e-11,5.09057474006481,9,1
"N18 (interacts with) I12","N18","I12",1.04507831608727e-57,24.4291291530555,10,1
"N18 (interacts with) I13","N18","I13",1.11909870785831e-15,7.03336062218584,12,1
"N18 (interacts with) I15","N18","I15",1.08085721135589e-36,44.798625,8,2
"N18 (interacts with) I20","N18","I20",3.5388537756679e-13,4.984007996002,7,1
"N18 (interacts with) I21","N18","I21",1.33875269750826e-07,4.05149432900075,11,2
"N18 (interacts with) I25","N18","I25",1.87589009866883e-14,4.29240793201133,10,2
"N18 (interacts with) I48","N18","I48",1.88477404620425e-06,4.0341527800693,11,2
"N18 (interacts with) I50","N18","I50",6.52440880529438e-20,5.1707041940972,11,2
"N18 (interacts with) I61","N18","I61",3.2731838158719e-08,4.83700830759654,12,1
"N18 (interacts with) I74","N18","I74",7.23167358376909e-17,4.29107142857143,13,1
"N18 (interacts with) I95","N18","I95",4.96614946935494e-22,12.6301147605857,11,2
"N18 (interacts with) J90","N18","J90",7.81257284865062e-16,11.3317174515235,10,2
"N18 (interacts with) K22","N18","K22",3.61299257272143e-08,5.11847250977686,11,2
"N18 (interacts with) L89","N18","L89",8.78074103613151e-22,9.48239110287303,12,2
"N18 (interacts with) L98","N18","L98",4.22521158266759e-09,7.36402214767813,11,1
"N18 (interacts with) M10","N18","M10",7.12596022163976e-16,6.14419389476914,7,1
"N18 (interacts with) M35","N18","M35",4.09203133163215e-06,4.33294719827586,13,1
"N18 (interacts with) M81","N18","M81",2.04640667224301e-28,15.6706374085684,8,1
"N18 (interacts with) N03","N18","N03",2.16962566889891e-11,9.62738478448614,10,1
"N18 (interacts with) N08","N18","N08",1.47005106904022e-10,5.33794162826421,13,2
"N18 (interacts with) N13","N18","N13",2.1644607811565e-08,5.82154722354058,11,2
"N18 (interacts with) N17","N18","N17",1.48579076718915e-10,4.48053630781364,15,2
"N18 (interacts with) N28","N18","N28",2.97546798203483e-10,6.51562046619596,8,1
"N18 (interacts with) R18","N18","R18",2.22663890227083e-10,8.69787234042553,12,2
"N18 (interacts with) S72","N18","S72",6.67205746974001e-11,4.86304873511905,13,2
"N18 (interacts with) T81","N18","T81",4.48768028502838e-08,4.99306623423826,8,2
"N20 (interacts with) C73","N20","C73",2.24754930943125e-05,4.42888100866824,11,1
"N20 (interacts with) N10","N20","N10",5.44729532443939e-15,5.14271099744245,6,1
"N20 (interacts with) N13","N20","N13",3.31992313721121e-25,5.90702917771883,10,2
"N20 (interacts with) N21","N20","N21",4.12343072208483e-37,6.772508079925,7,1
"N20 (interacts with) N28","N20","N28",1.97851209417831e-10,7.33979110512129,4,2
"N20 (interacts with) N61","N20","N61",8.76003817656741e-07,5.1163967611336,12,2
"N20 (interacts with) R31","N20","R31",1.00600413135703e-10,5.45218181818182,4,1
"N21 (interacts with) C73","N21","C73",2.1259539303021e-06,4.68239605355884,9,2
"N21 (interacts with) G55","N21","G55",2.1753052012327e-06,4.23142857142857,9,2
"N21 (interacts with) J05","N21","J05",9.97184711022086e-08,5.95095931852559,8,1
"N21 (interacts with) N13","N21","N13",1.46641874629652e-16,11.5861175115207,7,1
"N21 (interacts with) N20","N21","N20",6.94013120538386e-15,5.19060283687943,7,1
"N21 (interacts with) N42","N21","N42",3.35434230176572e-09,5.53764225269915,11,1
"N21 (interacts with) R30","N21","R30",1.24889224273027e-05,4.03428414282004,6,1
"N21 (interacts with) R31","N21","R31",4.00415909412395e-12,4.47026370400364,14,2
"N28 (interacts with) C16","N28","C16",2.66720166832889e-05,4.10367782446532,10,2
"N28 (interacts with) I12","N28","I12",2.54702572960627e-06,4.89205181512874,10,1
"N28 (interacts with) K81","N28","K81",4.51685797208283e-07,5.02167070217918,9,2
"N28 (interacts with) N03","N28","N03",5.01888136614013e-06,4.67535250987028,9,2
"N28 (interacts with) N13","N28","N13",5.26281893125871e-10,5.53109471465141,10,1
"N28 (interacts with) S53","N28","S53",3.17813736605458e-08,5.63401360544218,4,2
"N30 (interacts with) K50","N30","K50",8.94011530061285e-08,5.6670892494929,11,1
"N30 (interacts with) N02","N30","N02",1.88304040207098e-08,4.45250689115697,3,2
"N30 (interacts with) N20","N30","N20",1.34916017681124e-06,4.91064491064491,17,1
"N30 (interacts with) N34","N30","N34",1.41086435817332e-07,4.40669655365649,18,2
"N30 (interacts with) N72","N30","N72",2.36920823169774e-08,7.76642453591606,17,2
"N30 (interacts with) R35","N30","R35",5.75414943977025e-07,4.6834608282775,5,1
"N30 (interacts with) R81","N30","R81",1.13499787027734e-05,4.64042483090102,3,2
"N31 (interacts with) A56","N31","A56",1.8491300795447e-07,5.49469111969112,9,1
"N31 (interacts with) E10","N31","E10",2.1677536005295e-05,4.19543871592784,7,1
"N31 (interacts with) F20","N31","F20",1.33904761866094e-05,4.42990747686922,7,2
"N31 (interacts with) H27","N31","H27",7.19156196991625e-06,5.37142857142857,17,1
"N31 (interacts with) K61","N31","K61",9.84099223559256e-07,5.18345864661654,13,2
"N31 (interacts with) L63","N31","L63",1.00220532331812e-08,4.23913043478261,5,1
"N31 (interacts with) N03","N31","N03",7.25439176223438e-06,4.24956088640793,9,1
"N31 (interacts with) N32","N31","N32",1.08748772592087e-19,6.33786380531594,9,1
"N31 (interacts with) N42","N31","N42",1.16502511816707e-11,5.44314698584148,8,1
"N31 (interacts with) R30","N31","R30",3.73560636339235e-06,4.10344772366967,5,1
"N31 (interacts with) R32","N31","R32",1.74316996369324e-12,8.35038645564961,11,1
"N31 (interacts with) R35","N31","R35",1.47618810129007e-20,5.25312234415992,9,1
"N31 (interacts with) R39","N31","R39",7.16386239966734e-09,4.26371239274465,9,1
"N32 (interacts with) L20","N32","L20",6.54932623507521e-09,4.30163839273936,6,1
"N32 (interacts with) N31","N32","N31",1.3958825869948e-10,4.39674254317111,8,1
"N32 (interacts with) N34","N32","N34",1.52280028252168e-11,4.13557435440784,9,1
"N34 (interacts with) A54","N34","A54",9.49140381649938e-16,6.35124183006536,11,1
"N34 (interacts with) A56","N34","A56",2.65111486281688e-11,7.00316856780735,11,1
"N34 (interacts with) F20","N34","F20",1.39890604287836e-05,4.50971815801632,5,2
"N34 (interacts with) H18","N34","H18",9.63536212290581e-06,4.64123040520556,16,1
"N34 (interacts with) I73","N34","I73",1.50731343109866e-05,4.51877516621406,1,2
"N34 (interacts with) I84","N34","I84",2.69038089953778e-06,4.32527630514871,1,2
"N34 (interacts with) L81","N34","L81",2.2911665408524e-05,4.11113699906803,13,1
"N34 (interacts with) N02","N34","N02",4.61495156152908e-06,4.31625481117867,3,1
"N34 (interacts with) N31","N34","N31",1.87488143710375e-12,4.24848923983872,2,1
"N34 (interacts with) N42","N34","N42",3.18600265137982e-07,5.30736413875038,4,1
"N39 (interacts with) C73","N39","C73",1.26795983537667e-06,4.70371809819925,12,1
"N39 (interacts with) F32","N39","F32",2.91237432204696e-06,5.8144519289651,0,2
"N39 (interacts with) F33","N39","F33",4.44684469938335e-06,4.440683182028,4,2
"N39 (interacts with) G47","N39","G47",2.55284996406653e-05,5.17560301121524,0,2
"N39 (interacts with) N02","N39","N02",7.68172151043497e-12,6.56247269550022,3,2
"N39 (interacts with) N04","N39","N04",7.79063677618937e-06,4.66172570884613,3,1
"N39 (interacts with) N05","N39","N05",2.72702721211295e-09,6.34373544480671,4,1
"N39 (interacts with) N21","N39","N21",6.00468783940794e-06,4.77666770089978,4,2
"N40 (interacts with) G50","N40","G50",4.4540587531116e-06,4.01446256159609,7,1
"N40 (interacts with) N32","N40","N32",2.26866745368962e-24,5.0416195862971,9,1
"N40 (interacts with) N42","N40","N42",7.39115961600854e-09,4.07192118226601,8,1
"N40 (interacts with) N64","N40","N64",2.13538055532623e-07,5.37617554858934,12,1
"N40 (interacts with) R30","N40","R30",2.81339296159095e-10,4.89652416187083,6,1
"N40 (interacts with) R32","N40","R32",8.13376747660614e-12,4.10671492150438,11,1
"N40 (interacts with) R35","N40","R35",5.00598364544393e-10,5.30630630630631,7,1
"N40 (interacts with) R39","N40","R39",7.91422201846089e-06,4.16613138011507,7,1
"N41 (interacts with) A60","N41","A60",4.94978459864354e-07,4.9187643020595,4,1
"N41 (interacts with) L05","N41","L05",6.29089665755579e-07,4.63141762452107,14,1
"N41 (interacts with) N31","N41","N31",3.75632355862671e-11,4.00344020627225,4,1
"N41 (interacts with) N32","N41","N32",1.81773096422512e-31,4.31987697792753,8,1
"N41 (interacts with) N42","N41","N42",7.21884754465973e-39,4.87187335946037,7,1
"N41 (interacts with) R30","N41","R30",1.49540132146949e-08,4.67481320049813,4,1
"N41 (interacts with) R32","N41","R32",1.65129194458874e-08,4.90027397260274,8,1
"N41 (interacts with) R35","N41","R35",2.65512227953201e-12,11.3105263157895,4,1
"N41 (interacts with) R39","N41","R39",3.65077155213735e-08,4.34952653600528,5,1
"N42 (interacts with) F43","N42","F43",5.23501248970129e-07,4.08268592547896,9,1
"N42 (interacts with) H15","N42","H15",4.57690261734302e-06,4.1439265318722,13,1
"N42 (interacts with) L85","N42","L85",6.74878045622424e-08,4.14069264069264,17,1
"N42 (interacts with) R32","N42","R32",6.41327365776812e-06,4.4968152866242,15,1
"N48 (interacts with) A60","N48","A60",9.3153890084545e-06,4.01261217560029,6,1
"N48 (interacts with) A63","N48","A63",2.00187784430463e-05,4.14075640122152,6,1
"N48 (interacts with) H18","N48","H18",4.12439358739021e-07,4.45455838429811,14,1
"N48 (interacts with) H20","N48","H20",3.12637581118176e-06,4.35617283950617,15,1
"N48 (interacts with) K81","N48","K81",2.15966330630914e-06,4.20700865120358,9,1
"N48 (interacts with) L70","N48","L70",1.47748200032574e-07,5.32569992821249,6,1
"N60 (interacts with) D24","N60","D24",2.18323348133451e-20,4.82575272261371,13,2
"N60 (interacts with) E28","N60","E28",2.03888298903475e-08,8.10787878787879,12,2
"N60 (interacts with) H33","N60","H33",9.21485187091719e-07,5.26072446072446,14,2
"N60 (interacts with) N61","N60","N61",1.2016219297739e-06,4.36314791403287,12,2
"N60 (interacts with) N64","N60","N64",3.70597507480295e-25,6.65465838509317,14,2
"N63 (interacts with) D24","N63","D24",7.24153991514814e-10,4.58794600707594,5,2
"N63 (interacts with) E83","N63","E83",1.88216951604795e-07,4.18776047378811,7,2
"N63 (interacts with) G62","N63","G62",1.79011241480112e-05,4.23318768996961,7,2
"N63 (interacts with) N03","N63","N03",5.89889574099773e-07,5.53920335429769,8,2
"N63 (interacts with) N04","N63","N04",1.0520358982159e-05,4.07078189300412,8,2
"N64 (interacts with) A60","N64","A60",2.49078144882774e-06,4.18794767985051,14,2
"N64 (interacts with) D12","N64","D12",3.4240402137308e-07,5.18604917095483,15,2
"N64 (interacts with) D24","N64","D24",9.51784211601164e-23,4.09157474159646,13,2
"N64 (interacts with) E14","N64","E14",1.68088229460012e-05,4.08528004503237,4,2
"N64 (interacts with) H57","N64","H57",1.57329040816508e-07,4.88610871440897,15,2
"N64 (interacts with) L80","N64","L80",2.72658744367161e-08,7.01717018039557,14,2
"N64 (interacts with) N60","N64","N60",2.84377346401462e-08,5.52324981956903,14,2
"N64 (interacts with) N77","N64","N77",6.31061296207952e-06,4.68903413217139,14,2
"N64 (interacts with) N80","N64","N80",4.6569149351416e-05,4.16036262906069,13,2
"N70 (interacts with) A60","N70","A60",6.1899282010825e-06,4.3047138047138,12,2
"N70 (interacts with) L84","N70","L84",3.93639689437496e-10,4.32259114583333,13,2
"N70 (interacts with) N86","N70","N86",4.72110947655009e-09,6.84569272689164,12,2
"N70 (interacts with) O34","N70","O34",1.36636075233398e-07,5.22918998880537,4,2
"N71 (interacts with) A53","N71","A53",6.03680889951903e-06,4.34405940594059,4,2
"N71 (interacts with) A60","N71","A60",1.1516040719557e-09,4.08838663528543,13,2
"N71 (interacts with) N73","N71","N73",1.58401551897305e-06,4.06169600968572,14,2
"N71 (interacts with) N85","N71","N85",3.90858483392229e-06,4.51782531194296,12,2
"N71 (interacts with) S09","N71","S09",4.75374162242479e-08,5.05475522692504,4,2
"N72 (interacts with) A53","N72","A53",3.37604555907149e-08,4.35628443750271,4,2
"N72 (interacts with) A60","N72","A60",1.27823867287731e-09,4.46540749243452,14,2
"N72 (interacts with) B85","N72","B85",2.92627744757097e-09,4.18937961849115,4,2
"N72 (interacts with) F10","N72","F10",3.31852452085984e-07,4.0750338679369,4,2
"N72 (interacts with) N71","N72","N71",2.2278103169673e-09,6.98489010989011,15,2
"N72 (interacts with) N86","N72","N86",9.34803076955474e-11,4.03619909502262,13,2
"N72 (interacts with) N95","N72","N95",9.28087756636021e-06,4.31857267130621,4,2
"N73 (interacts with) A54","N73","A54",3.66446961695575e-09,4.00004659289458,4,2
"N73 (interacts with) A59","N73","A59",3.21472866398477e-07,5.20258064516129,14,2
"N73 (interacts with) A60","N73","A60",7.74364254326827e-13,4.113091701327,13,2
"N73 (interacts with) I25","N73","I25",1.58238841736872e-05,4.56680484693878,4,2
"N73 (interacts with) N86","N73","N86",2.56103302798192e-08,4.54890461745871,13,2
"N73 (interacts with) O20","N73","O20",6.07062392776896e-06,4.66416419712435,9,2
"N75 (interacts with) B85","N75","B85",2.36240015500535e-06,4.46378269617706,6,2
"N75 (interacts with) E22","N75","E22",4.38423787014672e-09,5.9951496779083,8,2
"N75 (interacts with) K56","N75","K56",2.6531038170598e-08,4.42070530830992,5,2
"N76 (interacts with) A60","N76","A60",1.35623166384845e-17,4.07827307827308,14,2
"N76 (interacts with) A63","N76","A63",3.10621859017419e-07,4.22665969290544,11,2
"N76 (interacts with) B66","N76","B66",3.49629267451879e-07,5.30333803022205,4,2
